,job_no,roles,companies,locations,experience,salaries,skills
754,357,data scientist,bizviz technologies,"['hyderabad', ' bengaluru']",3-8,not disclosed,"['erp', 'data analysis', 'sas', 'simulation', 'analytical', 'machine learning', 'healthcare', 'data mining']"
755,358,data scientist,response informatics,['bengaluru'],2-6,not disclosed,"['sas', 'aviation', 'analytical', 'machine learning', 'spss', 'gas turbine', 'matlab', 'analytics']"
756,359,data scientist,ctd techs,"['chennai', ' bengaluru']",2-6,not disclosed,"['process automation', 'data science', 'artificial intelligence', 'consulting', 'machine learning', 'linear regression', 'microsoft', 'facility management']"
757,360,data scientist,kanini software solutions,"['noida', ' pune', ' chennai', ' coimbatore', ' bengaluru']",4-7,not disclosed,"['unix', 'linux', 'sas', 'coding', 'application development', 'windows', 'teradata', 'open source']"
758,361,ai - data scientist/ architect,ideslabs,['bengaluru'],7-12,not disclosed,"['architect', 'sas', 'data science', 'focus', 'machine learning', 'cloud', 'programming', 'agile']"
759,362,data scientist,sociomix,['new delhi'],0-5,not disclosed,"['statistical modeling', 'analytical', 'machine learning', 'deployment', 'data visualization', 'data mining', 'python', 'data']"
760,363,ml / data scientist / gen ai specialist,gibots,['pune'],0-4,not disclosed,"['relationship management', 'health insurance', 'sales', 'networking', 'relationship building', 'paas', 'customer support', 'b2b sales']"
761,364,accomplished data scientist,bsd infotech,['delhi / ncr'],0-3,1.75-5,"['database management', 'predictive modeling', 'matplotlib', 'power bi', 'data interpretation', 'data management', 'natural language processing', 'analytical skill']"
762,365,data scientist,hbic solutions,['hyderabad'],0-2,not disclosed,"['deep learning', 'data science', 'artificial intelligence', 'data collection', 'packaging', 'data analytics', 'python', 'testing']"
763,366,data scientist,impelox tech,['chennai'],0-1,not disclosed,"['data science', 'python', 'tensorflow', 'r', 'data analysis', 'java', 'pytorch', 'machine learning']"
764,367,data scientist,clustor computing,['nagpur'],no fixed duration,unpaid,['na']
765,368,data scientist,scimitar research,['pune'],0-1,not disclosed,"['computer science', 'data analysis', 'pdf', 'data science', 'data manipulation', 'demand forecasting', 'machine learning', 'programming']"
766,369,data scientist,growthjockey,['gurugram'],0-1,not disclosed,"['computer science', 'data analysis', 'sas', 'machine learning', 'data structures', 'data processing', 'predictive modeling', 'pattern recognition']"
767,370,ml / data scientist / gen ai specialist,aiqod,['pune'],0-4,not disclosed,"['software architecture', 'interpersonal skills', 'data science', 'data modeling', 'analytical', 'machine learning', 'data structures', 'statistics']"
768,371,data scientist,p s international hr consultants,['mumbai'],0-7,not disclosed,"['product management', 'data analysis', 'data modeling', 'analytical', 'database', 'model development', 'analytics', 'sql']"
769,372,data scientist,opta consulting,"['hybrid - pune', ' bengaluru', ' mumbai (all areas)']",4-8,16-30,"['tensorflow', 'docker', 'natural language processing', 'ml', 'pytorch', 'devops', 'kubernetes', 'languages']"
770,373,data scientist,data scientist,"['pune', ' gurugram', ' bengaluru']",6-11,16-30,"['gcp', 'vertex ai', 'mlops deployment', 'data', 'vertex', 'artificial intelligence', 'deployment']"
771,374,data scientist,nexperia,"['hybrid - hyderabad', ' pune', ' bengaluru']",4-9,not disclosed,"['gen ai', 'ai', 'machine learning', 'ml', 'data', 'artificial intelligence', 'machine', 'gen']"
772,375,data scientist,lti mindtree,"['hyderabad', ' pune', ' bengaluru']",3-8,not disclosed,"['data science', 'artificial intelligence', 'machine learning', 'science', 'intelligence', 'machine', 'data']"
773,376,data scientist - hadoop + spark,hiring for client and industry is it services & consulting,"['hyderabad', ' chennai', ' bengaluru']",4-9,not disclosed,"['data science', 'data scientist', 'hadoop', 'big data', 'spark', 'machine learning', 'python', 'sql']"
774,377,data scientist (leadership role),fortune global 500 industrial automation firm,['bengaluru'],12-20,not disclosed,"['tensorflow', 'artificial intelligence', 'keras', 'machine learning', 'scikit-learn', 'pytorch', 'data', 'intelligence']"
775,378,data scientist || llm,naukri premium - employer services,['hybrid - bengaluru'],3-7,not disclosed,"['llm', 'prompt engineering', 'data science', 'gen ai', 'chatbot', 'generative ai', 'chatgpt', 'science']"
776,379,data scientist,wowjobs,"['hybrid - pune', ' gurugram', ' bengaluru']",5-8,not disclosed,"['data science', 'python', 'data scientist', 'pyspark', 'science', 'data']"
777,380,data scientist,lti mindtree,"['hybrid - hyderabad', ' pune', ' bengaluru']",8-10,not disclosed,"['ai', 'machine learning', 'natural language processing', 'mlops', 'artificial intelligence', 'process', 'machine', 'languages']"
778,381,data scientist predictive modelling,symmetrical global search pvt ltd,['bengaluru'],10-12,not disclosed,"['data modeling', 'coding', 'e-commerce', 'predictive modeling', 'html', 'hr', 'hrsd', 'modeling']"
779,382,machine learning-data scientist,diverse lynx,['bengaluru'],2-6,not disclosed,"['machine learning', 'machine']"
780,383,data scientist,tmd - the modern dimension,"['new delhi', ' bengaluru']",2-7,not disclosed,"['data science', 'data scientist', 'machine learning', 'algorithm', 'machine', 'algorithms', 'data', 'science']"
781,384,data scientist,coders brain pvt ltd,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",5-10,not disclosed,"['hypothesis testing', 'predictive modeling', 'predictive', 'hypothesis', 'data', 'modeling', 'software testing']"
782,385,data scientist,coders brain pvt ltd,"['kolkata', ' mumbai', ' new delhi', ' hyderabad', ' pune', ' chennai', ' bengaluru']",4-6,not disclosed,"['computer vision', 'analytical', 'machine learning', 'agile', 'market research', 'business solutions', 'forecasting', 'financial services']"
783,386,data scientist,coders brain pvt ltd,['bengaluru'],7-9,not disclosed,"['deep learning', 'version control', 'gcp', 'quality testing', 'machine learning', 'high performance computing', 'business solutions', 'sql']"
784,387,data scientist,arnold consulting pvt ltd,['bengaluru'],10-15,not disclosed,"['computer science', 'data analysis', 'statistical modeling', 'data science', 'artificial intelligence', 'consulting', 'machine learning', 'database']"
785,388,data scientist,meyrahkee,"['mumbai', ' pune', ' bengaluru']",3-7,not disclosed,"['computer science', 'gcp', 'machine learning', 'cloud', 'manager technology', 'workflow', 'e-commerce', 'data quality']"
786,389,data scientist,diverse lynx,['bengaluru'],2-7,not disclosed,"['logistic regression', 'analyst', 'sas sql', 'data manipulation', 'data modeling', 'r programming', 'machine learning', 'linear regression']"
787,390,data scientist,wsd consultant,"['mumbai', ' hyderabad', ' pune', ' chennai', ' gurugram', ' bengaluru']",1-5,not disclosed,"['e-learning', 'data science', 'application programming', 'artificial intelligence', 'machine learning', 'manager technology', 'doctor', 'management']"
788,391,data scientist,aarch solutions,['bengaluru'],8-13,not disclosed,"['unix', 'supply chain', 'computer science', 'c++', 'linux', 'machine learning', 'spss', 'data mining']"
789,392,python data scientist,staffice global,['bengaluru'],2-5,not disclosed,"['computer science', 'usage', 'tableau', 'neural networks', 'analytical', 'predictive modeling', 'data quality', 'data mining']"
790,393,nlp data scientist,finite hr consulting private limited,['bengaluru'],3-5,not disclosed,"['technical product configuration', 'c++', 'c', 'design', 'mysql', 'javascript', 'integration php', 'html']"
791,394,data scientist,z2plus placement & security agency pvt. ltd.,['bengaluru'],2-3,not disclosed,"['supply chain', 'logistic regression', 'industry research', 'neural networks', 'project management', 'machine learning', 'business excellence', 'natural language processing']"
792,395,data scientist,xpheno,['bengaluru'],3-7,not disclosed,"['training', 'deep learning', 'data science', 'networking', 'gcp', 'big data analytics', 'machine learning', 'cloud storage']"
793,396,data scientist,diverse lynx,['bengaluru'],4-6,not disclosed,"['computer science', 'deep learning', 'data science', 'spark', 'consumer marketing', 'machine learning', 'forecasting', 'business understanding']"
794,397,data scientist: artificial intelligence,ibm,['pune'],5-7,not disclosed,"['python', 'data analytics', 'artificial intelligence', 'tableau', 'ml', 'hive', 'algorithms', 'data analysis']"
795,398,data scientist,ibm,"['mumbai', ' pune']",8-13,not disclosed,"['python', 'pyspark', 'pandas', 'tensorflow', 'stakeholder management', 'continuous integration', 'cnn', 'performance tuning']"
796,399,data scientist,ericsson,['noida'],3-7,not disclosed,"['computer vision', 'data management', 'senior management', 'gcp', 'machine learning', 'cloud', 'model development', 'analytics']"
797,400,data scientist (supply chain management/operations),genpact,['chennai'],4-9,10-20,"['data science', 'predictive modeling', 'regression', 'statistics', 'predictive analytics', 'management', 'data', 'science']"
